Almoxarifado;Custo Líquido Atualizado;Custo Bruto Atualizado;SKU;Nome;Operação
FATURAMENTO VD ES;12.45;12.45;8.24.47.10.18;2 colheres Silicone Flexíveis Rosa - KaBaby;BB TUDO
FATURAMENTO VD RJ;16.42;16.42;8.24.47.21.10;Copo Infantil com Bico de Silicone 125ml Cinza - KaBaby;BB TUDO
FATURAMENTO VD RJ;16.42;16.42;8.24.47.22.18;Copo Infantil com Bico de Silicone 125ml Rosa - KaBaby;BB TUDO
FATURAMENTO VD RJ;31.66;31.66;8.24.47.23.07;Copo 250ml Bico de Silicone e Alças Azul - KaBaby;BB TUDO
FATURAMENTO VD RJ;39.64;39.64;8.24.53.02.00;Bomba Tira Leite Manual Step Up - Chicco;BB TUDO
FATURAMENTO VD RJ;39.64;39.64;8.24.53.02.00;Bomba Tira Leite Manual Step Up Chicco;BB TUDO
FATURAMENTO VD RJ;19.65;19.65;8.24.53.06.00;Mamadeira Step Up 2M+ 250ml Fluxo Médio Branca - Chicco;BB TUDO
FATURAMENTO VD RJ;11.16;11.16;8.24.53.10.07;Mamadeira Step Up 0M+ 150ML Fluxo Normal Azul - Chicco;BB TUDO
FATURAMENTO VD RJ;9.71;9.71;8.24.53.11.18;Mamadeira Step Up 0M+ 150ML Fluxo Normal Chicco Rosa;BB TUDO
FATURAMENTO VD RJ;9.71;9.71;8.24.53.11.18;Mamadeira Step Up 0M+ 150ML Fluxo Normal Rosa - Chicco;BB TUDO
FATURAMENTO VD RJ;19.91;19.91;8.24.53.13.18;Mamadeira Step Up 2M+ 250ML Fluxo Médio Chicco Rosa;BB TUDO
FATURAMENTO VD RJ;19.91;19.91;8.24.53.13.18;Mamadeira Step Up 2M+ 250ML Fluxo Médio Rosa - Chicco;BB TUDO
FATURAMENTO VD RJ;20.92;20.92;8.24.53.14.07;Mamadeira Step Up 6M+ 330ML Fluxo Rápido Azul - Chicco;BB TUDO
FATURAMENTO VD RJ;21.11;21.11;8.24.53.15.18;Mamadeira Step Up 6M+ 330ML Fluxo Rápido Rosa - Chicco;BB TUDO
FATURAMENTO VD RJ;11.12;11.12;8.24.53.16.18;Mamadeira Perfect 5 150ML Fluxo Inicial Chicco Rosa;BB TUDO
FATURAMENTO VD RJ;11.12;11.12;8.24.53.16.18;Mamadeira Perfect 5 Fluxo Inicial 150ml Rosa - Chicco;BB TUDO
FATURAMENTO VD RJ;11.18;11.18;8.24.53.17.07;Mamadeira Perfect 5 150ML Fluxo Inicial Chicco Azul;BB TUDO
FATURAMENTO VD RJ;11.18;11.18;8.24.53.17.07;Mamadeira Perfect 5 Fluxo Inicial 150ml Azul - Chicco;BB TUDO
FATURAMENTO VD RJ;38.22;38.22;8.24.53.18.18;Mamadeira Perfect 5 240ML Fluxo Médio Chicco Rosa;BB TUDO
FATURAMENTO VD RJ;15.82;15.82;8.24.53.20.18;Mamadeira Perfect 5 300ML Fluxo Rápido Chicco Rosa;BB TUDO
FATURAMENTO VD RJ;15.82;15.82;8.24.53.20.18;Mamadeira Perfect 5 300ML Fluxo Rápido Rosa - Chicco;BB TUDO
FATURAMENTO VD RJ;10.97;10.97;8.24.53.23.00;Bico de Mamadeira Perfect 5 Fl Rápido (4M+) Chico 2 unidades;BB TUDO
FATURAMENTO VD RJ;10.97;10.97;8.24.53.23.00;Bico de Mamadeira Perfect 5 Fluxo Rápido (4M+) 2 unidades - Chicco;BB TUDO
FATURAMENTO VD RJ;21.18;21.18;8.24.53.29.00;Kit 2 Mamadeiras Step Up Branca - Chicco;BB TUDO
FATURAMENTO VD ES;24.42;24.42;8.24.53.29.00;Kit 2 Mamadeiras Step Up Branca - Chicco;BB TUDO
FATURAMENTO VD RJ;21.18;21.18;8.24.53.29.00;Kit 2 Mamadeiras Step Up Chicco Branca;BB TUDO
FATURAMENTO VD RJ;21.18;21.18;8.24.53.30.07;Kit 2 Mamadeiras Step Up Azul - Chicco;BB TUDO
FATURAMENTO VD RJ;21.21;21.21;8.24.53.31.18;Kit 2 Mamadeiras Step Up Chicco Rosa;BB TUDO
FATURAMENTO VD RJ;21.21;21.21;8.24.53.31.18;Kit 2 Mamadeiras Step Up Rosa - Chicco;BB TUDO
FATURAMENTO VD RJ;9.49;9.49;8.24.53.33.00;Escova Para Mamadeira 3 Em 1 Chicco Branco e Azul;BB TUDO
FATURAMENTO VD RJ;18.6;18.6;8.24.53.37.00;Copo de Transição 200ml Cup 4M+ Rosa - Chicco;BB TUDO
FATURAMENTO VD RJ;18.65;18.65;8.24.53.38.00;Copo de Transição 4m+ Chicco Azul;BB TUDO
FATURAMENTO VD ES;17.68;17.68;8.24.53.40.00;Copo de Treinamento 200ml 6M+ Laranja - Chicco;BB TUDO
FATURAMENTO VD RJ;19.03;19.03;8.24.53.40.00;Copo de Treinamento 200ml 6M+ Laranja - Chicco;BB TUDO
FATURAMENTO VD RJ;18.32;18.32;8.24.53.41.11;Copo Training 6M+ Chicco Verde;BB TUDO
FATURAMENTO VD RJ;18.32;18.32;8.24.53.41.11;Copo de Treinamento 200ml 6M+ Verde - Chicco;BB TUDO
FATURAMENTO VD ES;18.32;18.32;8.24.53.41.11;Copo de Treinamento 200ml 6M+ Verde - Chicco;BB TUDO
FATURAMENTO VD RJ;17.5;17.5;8.24.53.43.113;Copo de Treinamento 200ml 6M+ Roxo - Chicco;BB TUDO
FATURAMENTO VD RJ;61.32;61.32;8.24.53.44.00;Copo 360 Perfect Cup 200ml 12M+ Chicco Rosa;BB TUDO
FATURAMENTO VD RJ;61.32;61.32;8.24.53.44.00;Copo 360 Perfect Cup 200ml 12M+ Rosa - Chicco;BB TUDO
FATURAMENTO VD RJ;62.83;62.83;8.24.53.45.00;Copo 360 Perfect Cup 200ml 12M+ Azul - Chicco;BB TUDO
FATURAMENTO VD RJ;62.83;62.83;8.24.53.45.00;Copo 360 Perfect Cup 200ml 12M+ Chicco Azul;BB TUDO
FATURAMENTO VD RJ;15.22;15.22;8.24.53.47.17;Copo 360 Perfect Cup 200ml 12M+ Chicco Laranja;BB TUDO
FATURAMENTO VD RJ;15.22;15.22;8.24.53.47.17;Copo 360 Perfect Cup 200ml 12M+ Laranja - Chicco;BB TUDO
FATURAMENTO VD RJ;17.48;17.48;8.24.53.48.11;Copo 360 Perfect Cup 200ml 12M+ Chicco Verde;BB TUDO
FATURAMENTO VD RJ;17.48;17.48;8.24.53.48.11;Copo 360 Perfect Cup 200ml 12M+ Verde - Chicco;BB TUDO
FATURAMENTO VD RJ;61.22;61.22;8.24.53.49.00;Copo Sport Cup 266ml Chicco 14m+ Roxo;BB TUDO
FATURAMENTO VD RJ;61.22;61.22;8.24.53.49.00;Copo com Canudo Sport Cup 266ml 14m+ Roxo - Chicco;BB TUDO
FATURAMENTO VD RJ;18.21;18.21;8.24.53.50.00;Copo com Canudo Sport Cup 266ml 14m+ Azul - Chicco;BB TUDO
FATURAMENTO VD ES;18.21;18.21;8.24.53.50.00;Copo com Canudo Sport Cup 266ml 14m+ Azul - Chicco;BB TUDO
FATURAMENTO VD RJ;31.03;31.03;8.24.53.53.18;Copo Térmico Infantil de Inox 237ml 18M+ Rosa - Chicco;BB TUDO
FATURAMENTO VD RJ;19.66;19.66;8.24.53.55.18;Copo Luminoso 266ML 14M+ Chicco Rosa;BB TUDO
FATURAMENTO VD RJ;19.66;19.66;8.24.53.55.18;Copo Luminoso 266ml 14M+ Rosa - Chicco;BB TUDO
FATURAMENTO VD RJ;18.7;18.7;8.24.53.56.07;Copo Luminoso 266ml 14M+ Azul - Chicco;BB TUDO
FATURAMENTO VD RJ;22.86;22.86;8.24.53.60.00;Recipiente De Comida Chicco Branco e Verde;BB TUDO
FATURAMENTO VD RJ;18.28;18.28;8.24.53.60.07;Copo de Treinamento 200ml 6M+ Verde e Azul - Chicco;BB TUDO
FATURAMENTO VD ES;20.95;20.95;8.24.53.60.07;Copo de Treinamento 200ml 6M+ Verde e Azul - Chicco;BB TUDO
FATURAMENTO VD RJ;44.68;44.68;8.24.53.64.00;Pote de Comida Térmico Chicco Branco e Verde;BB TUDO
FATURAMENTO VD RJ;9.32;9.32;8.24.53.65.00;Porta Frutinha De Rede Chicco Verde;BB TUDO
FATURAMENTO VD RJ;17.38;17.38;8.24.53.66.16;Copo de Transição 200ml 4M+ Amarelo - Chicco;BB TUDO
FATURAMENTO VD RJ;17.36;17.36;8.24.53.67.11;Copo de Transição 200ml 4m+ Verde - Chicco;BB TUDO
FATURAMENTO VD RJ;52.03;52.03;8.24.53.68.07;Copo de Treinamento 200ml 6M+ Azul - Chicco;BB TUDO
FATURAMENTO VD RJ;190.63;190.63;8.24.53.70.08;Cadeirinha de Alimentação Pocket Snack Poppy Red - Chicco;BB TUDO
FATURAMENTO VD RJ;138.86;138.86;8.24.53.73.00;Mamadeiras Step Up 150ml neutro + Step Up 250ml neutro + Step Up 300ml neutro Chicco;BB TUDO
FATURAMENTO VD RJ;68.22;68.22;8.24.53.84.18;Garrafa Térmica Inox 350ml Gatinho - Chicco;BB TUDO
FATURAMENTO VD ES;9.1;9.1;8.24.57.07.07;Porta-Frutinha Sugador em Silicone Azul e Verde - Buba;BB TUDO
FATURAMENTO VD RJ;8.08;8.08;8.24.57.07.07;Porta-Frutinha Sugador em Silicone Azul e Verde - Buba;BB TUDO
FATURAMENTO VD ES;9.1;9.1;8.24.57.08.18;Porta-Frutinha Em Silicone Buba Azul e Rosa;BB TUDO
FATURAMENTO VD ES;9.1;9.1;8.24.57.08.18;Porta-Frutinha Sugador em Silicone Azul e Rosa - Buba;BB TUDO
FATURAMENTO VD ES;14.64;14.64;8.24.57.10.07;Garrafinha Dino Patinete Buba 340ml Azul;BB TUDO
FATURAMENTO VD RJ;13.33;13.33;8.24.57.10.07;Garrafinha Dino Patinete Buba 340ml Azul;BB TUDO
FATURAMENTO VD RJ;7.78;7.78;8.24.57.11.18;Kit Escovas Com Esponja Para Mamadeira e Bico Buba Rosa;BB TUDO
FATURAMENTO VD RJ;7.78;7.78;8.24.57.11.18;Kit Escovas Com Esponja Para Mamadeira e Bico Rosa - Buba;BB TUDO
FATURAMENTO VD ES;42.28;42.28;8.24.57.16.18;Copo de Treinamento 360° com Alça Removível Rosa - Buba;BB TUDO
FATURAMENTO VD ES;35.4;35.4;8.24.57.19.18;Prato Giro Bowl Buba Rosa;BB TUDO
FATURAMENTO VD RJ;47.31;47.31;8.24.57.23.18;Garrafa Térmica Inox Parede Dupla com Canudo Buba Rosa;BB TUDO
FATURAMENTO VD RJ;7.03;7.03;8.24.57.25.00;Canudo Repositor em Silicone Buba;BB TUDO
FATURAMENTO VD ES;9.15;9.15;8.24.57.27.18;Porta-Frutinha em Silicone Buba Rosa;BB TUDO
FATURAMENTO VD ES;9.15;9.15;8.24.57.27.18;Porta-Frutinha em Silicone Rosa - Buba;BB TUDO
FATURAMENTO VD RJ;8.61;8.61;8.24.57.27.18;Porta-Frutinha em Silicone Rosa - Buba;BB TUDO
FATURAMENTO VD ES;13.55;13.55;8.24.57.31.18;Kit Colheres Termossensíveis Rosa - Buba;BB TUDO
FATURAMENTO VD ES;12.11;12.11;8.24.57.35.18;Pote Para Leite em Pó com Divisória Rosa - Buba;BB TUDO
FATURAMENTO VD RJ;12.11;12.11;8.24.57.35.18;Pote Para Leite em Pó com Divisória Rosa - Buba;BB TUDO
FATURAMENTO VD ES;15.48;15.48;8.24.57.36.07;Pote para Leite em Pó Azul - Buba;BB TUDO
FATURAMENTO VD ES;15.48;15.48;8.24.57.36.07;Pote para Leite em Pó com Divisória Azul - Buba;BB TUDO
FATURAMENTO VD ES;8.95;8.95;8.24.57.42.18;Kit Colheres Verde e Rosa - Buba;BB TUDO
FATURAMENTO VD RJ;8.12;8.12;8.24.57.42.18;Kit Colheres Verde e Rosa - Buba;BB TUDO
FATURAMENTO VD ES;17.95;17.95;8.24.57.43.18;Bowl de Silicone com Ventosa Rosa - Buba;BB TUDO
FATURAMENTO VD ES;23.4;23.4;8.24.57.44.00;Conchas Protetoras para Amamentação - Buba;BB TUDO
FATURAMENTO VD ES;18.25;18.25;8.24.57.53.00;Copo Infantil Parede Dupla Com Canudo 280 ml Animal Fun Girafa - Buba;BB TUDO
FATURAMENTO VD ES;18.14;18.14;8.24.57.54.00;Copo Infantil Parede Dupla com Canudo 280ml Animal Fun Leão - Buba;BB TUDO
FATURAMENTO VD RJ;25.01;25.01;8.24.57.55.00;Garrafinha De AlumÍnio Animal Fun Girafa - Buba;BB TUDO
FATURAMENTO VD ES;14.64;14.64;8.24.57.57.18;Garrafinha Dino Patinete Rosa - Buba;BB TUDO
FATURAMENTO VD RJ;13.34;13.34;8.24.57.57.18;Garrafinha Dino Patinete Rosa - Buba;BB TUDO
FATURAMENTO VD ES;16.47;16.47;8.24.57.61.00;Kit 3 Potinhos Animal Fun Colorido – Buba;BB TUDO
FATURAMENTO VD RJ;26.42;26.42;8.24.57.64.07;Pote Térmico com Colher Azul - Buba;BB TUDO
FATURAMENTO VD RJ;52.84;52.84;8.24.57.65.18;Pote Térmico com Colher Rosa - Buba;BB TUDO
FATURAMENTO VD RJ;52.76;52.76;8.24.57.67.18;Pote Termico Gumy Rosa - Buba;BB TUDO
FATURAMENTO VD RJ;52.76;52.76;8.24.57.67.18;Pote Térmico com Talher Gumy 320 ml Rosa - Buba;BB TUDO
FATURAMENTO VD ES;8.69;8.69;8.24.57.69.07;Potes Empilháveis para Leite em Pó e Snack Azul - Buba;BB TUDO
FATURAMENTO VD ES;9.54;9.54;8.24.57.70.18;Potes Empilháveis para Leite em Pó e Snack Rosa - Buba;BB TUDO
FATURAMENTO VD RJ;6.74;6.74;8.24.57.71.03;Canudo + Escova Para Canudo - Buba;BB TUDO
FATURAMENTO VD RJ;20.81;20.81;8.24.57.73.07;Escova Para Mamadeira Em Silicone Azul - Buba;BB TUDO
FATURAMENTO VD RJ;20.81;20.81;8.24.57.74.10;Escova Para Mamadeira Em Silicone Cinza - Buba;BB TUDO
FATURAMENTO VD RJ;21.18;21.18;8.24.57.75.18;Escova Para Mamadeira Em Silicone Rosa - Buba;BB TUDO
FATURAMENTO VD ES;20.81;20.81;8.24.57.75.18;Escova Para Mamadeira Em Silicone Rosa - Buba;BB TUDO
FATURAMENTO VD ES;8.28;8.28;8.24.57.78.03;Kit Copo Alimentador Graduado 3 Unid. - Buba;BB TUDO
FATURAMENTO VD ES;8.28;8.28;8.24.57.78.03;Kit Copo Alimentador Graduado 3 Unidades Transparente – Buba;BB TUDO
FATURAMENTO VD ES;6.84;6.84;8.24.57.79.69;Pratinho Animal Fun Girafa - Buba;BB TUDO
FATURAMENTO VD ES;5.57;5.57;8.24.57.81.69;Pratinho Bowl Animal Fun Girafa - Buba;BB TUDO
FATURAMENTO VD ES;5.66;5.66;8.24.57.82.69;Pratinho Bowl Animal Fun Leão - Buba;BB TUDO
FATURAMENTO VD ES;5.33;5.33;8.24.57.83.69;Pratinho Bowl Frutti Melancia - Buba;BB TUDO
FATURAMENTO VD ES;15.04;15.04;8.24.57.87.69;Forminhas Para Picolé Colorida - Buba;BB TUDO
FATURAMENTO VD RJ;19.6;19.6;8.24.57.88.07;Colher Dosadora para Papinha em Silicone com Ventosa Azul - Buba;BB TUDO
FATURAMENTO VD RJ;19.23;19.23;8.24.57.89.18;Colher Dosadora para Papinha em Silicone com Ventosa Rosa - Buba;BB TUDO
FATURAMENTO VD RJ;19.24;19.24;8.24.57.90.11;Colher Dosadora para Papinha em Silicone com Ventosa Verde - Buba;BB TUDO
FATURAMENTO VD RJ;51.84;51.84;8.24.57.91.06;Esterilizador de Mamadeiras Branco - Buba;BB TUDO
FATURAMENTO VD RJ;18.82;18.82;8.24.57.92.03;Saco Esterilizador Reutilizável para Micro-ondas - Buba;BB TUDO
FATURAMENTO VD RJ;173.3;173.3;8.24.57.93.06;Aquecedor de Mamadeiras 3 em 1 Branco - Buba;BB TUDO
FATURAMENTO VD RJ;252.69;252.69;8.24.58.19.06;Aquecedor de Mamadeira 220V Philips Avent;BB TUDO
FATURAMENTO VD ES;691.35;691.35;8.24.58.23.06;Esterilizador Eletrico 110V Philips Avent;BB TUDO
FATURAMENTO VD ES;691.35;691.35;8.24.58.23.06;Esterilizador Elétrico 110V Branco e Cinza - Philips Avent;BB TUDO
FATURAMENTO VD RJ;607.79;607.79;8.24.58.23.06;Esterilizador Elétrico 110V Branco e Cinza - Philips Avent;BB TUDO
FATURAMENTO VD ES;59.89;59.89;8.24.58.31.07;Copo com Canudo de Silicone com Alça Treinamento Dinossauro 200 ML Azul e Roxo Philips Avent;BB TUDO
FATURAMENTO VD RJ;54.36;54.36;8.24.58.31.07;Copo com Canudo de Silicone com Alça Treinamento Dinossauro 200 ML Azul e Roxo Philips Avent;BB TUDO
FATURAMENTO VD RJ;39.09;39.09;8.24.58.43.18;Dosador de Leite em Pó Rosa - Philips Avent;BB TUDO
FATURAMENTO VD RJ;33.93;33.93;8.24.58.44.18;Escova para Mamadeiras e Bicos Rosa - Philips Avent;BB TUDO
FATURAMENTO VD ES;50.32;50.32;8.24.58.45.07;Kit 2 Mamadeiras Anti-Cólic 125ml e 260ml Azul - Philips Avent;BB TUDO
FATURAMENTO VD ES;41.56;41.56;8.24.58.49.00;Dosador de Leite em Pó Azul - Philips Avent;BB TUDO
FATURAMENTO VD ES;49.86;49.86;8.24.58.53.03;Pack Duplo Mamadeira Anti-colic Transparente 125ml e 260ml – Philips Avent;BB TUDO
FATURAMENTO VD ES;83.74;83.74;8.24.58.54.03;Kit Triplo Mamadeiras Anti-Colic 125 ml + 260 ml + 330 ml Transparentes – Philips Avent;BB TUDO
FATURAMENTO VD RJ;75.99;75.99;8.24.58.54.03;Kit Triplo Mamadeiras Anti-Colic 125 ml + 260 ml + 330 ml Transparentes – Philips Avent;BB TUDO
FATURAMENTO VD ES;83.74;83.74;8.24.58.55.18;Pack Triplo Mamadeira Anti-colic Rosa 125ml, 260ml 330ml – Philips Avent;BB TUDO
FATURAMENTO VD ES;20.0;20.0;8.24.70.01.18;Copo com Alças e Bico em Silicone 220ml Rosa - Clingo;BB TUDO
FATURAMENTO VD ES;4.95;4.95;8.24.70.04.18;Colher de Silicone Multi Ponta Dupla Rosa – Clingo;BB TUDO
FATURAMENTO VD ES;4.49;4.49;8.24.70.06.18;Colher de Silicone Ergonômica Termosensível Rosa - Clingo;BB TUDO
FATURAMENTO VD ES;35.16;35.16;8.24.70.07.00;Cortina Retrátil Luxo Para Carro Extra Grande Clingo;BB TUDO
FATURAMENTO VD ES;13.45;13.45;8.24.70.15.18;Colher Articulável Classic Rosa - Clingo;BB TUDO
FATURAMENTO VD ES;9.95;9.95;8.24.70.27.07;Colher de Silicone Premium Azul - Clingo;BB TUDO
FATURAMENTO VD ES;20.99;20.99;8.24.70.40.18;Kit Garfo E Colher Silicone Rosa - Clingo;BB TUDO
FATURAMENTO VD ES;19.34;19.34;8.24.70.41.00;Kit Prato E Bowl - Zoo - Clingo;BB TUDO
FATURAMENTO VD RJ;34.24;34.24;8.24.70.47.07;Pote Vidro Para Leite Materno Azul - 4 Unidades - Clingo;BB TUDO
FATURAMENTO VD ES;37.63;37.63;8.24.70.47.07;Pote Vidro Para Leite Materno Azul - 4 Unidades - Clingo;BB TUDO
FATURAMENTO VD RJ;67.2;67.2;8.24.70.54.07;Pote Termico Dupla Camada Vacuo Luke - Clingo;BB TUDO
FATURAMENTO VD RJ;60.04;60.04;8.24.70.55.18;Pote Termico Dupla Camada Vacuo Milky - Clingo;BB TUDO
FATURAMENTO VD RJ;161.07;161.07;8.24.70.65.00;Aquecedor de Mamadeira Individual Easy 3 em 1 110V - Clingo;BB TUDO
FATURAMENTO VD ES;86.22;86.22;8.24.72.07.00;Prato Com Sucção Porquinha Pokey Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;53.16;53.16;8.24.72.08.00;Kit Com 6 Canudos Em Silicone E Escova De Limpeza 17Cm Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;61.44;61.44;8.24.72.10.113;Prato de Silicone com Ventosa Sucção Roxo - Marcus&Marcus;BB TUDO
FATURAMENTO VD ES;63.28;63.28;8.24.72.101.00;Prato Redondo Com Sucção Hipopótamo Lucas - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;47.17;47.17;8.24.72.102.00;Kit Com Faca, Garfo E Colher Com Inox Leão Marcus 3 Pcs (Em Silicone E Inox) - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;39.71;39.71;8.24.72.113.00;Jogo Anatômico Colher E Garfo Com Inox Porquinha Pokey 2Pcs - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;81.38;81.38;8.24.72.115.00;Copo De Transição Com Bico E Canudo Em Silicone 180Ml Girafa Lola - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;81.38;81.38;8.24.72.119.00;Copo De Transição Com Bico E Canudo Em Silicone 180Ml Porquinha Pokey - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;74.53;74.53;8.24.72.119.00;Copo De Transição Com Bico E Canudo Em Silicone 180Ml Porquinha Pokey - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;81.38;81.38;8.24.72.120.00;Copo De Transição Com Bico E Canudo Em Silicone 180Ml Rosa - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;42.46;42.46;8.24.72.122.00;Escova Massageadora Com Disco Protetor Girafa Lola - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;49.9;49.9;8.24.72.17.08;Prato com Divisórias em Silicone Leão Vermelho - Marcus&Marcus;BB TUDO
FATURAMENTO VD ES;52.0;52.0;8.24.72.32.00;Kit de Babadores Ollie Elefante - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;49.95;49.95;8.24.72.36.16;Marmitinha Container Elefante - Marcus&Marcus;BB TUDO
FATURAMENTO VD ES;129.95;129.95;8.24.72.38.18;Kit Alimentação Infantil com Tigela, Babador e Colher Porquinho - Marcus&Marcus;BB TUDO
FATURAMENTO VD ES;74.45;74.45;8.24.72.42.18;Copo Treinamento Girafa Bico em Silicone - Marcus&Marcus;BB TUDO
FATURAMENTO VD RJ;67.57;67.57;8.24.72.42.18;Copo Treinamento Girafa Bico em Silicone - Marcus&Marcus;BB TUDO
FATURAMENTO VD ES;78.17;78.17;8.24.72.44.07;Copo Transição Elefante Bico em Silicone - Marcus&Marcus;BB TUDO
FATURAMENTO VD RJ;80.59;80.59;8.24.72.44.07;Copo Transição Elefante Bico em Silicone - Marcus&Marcus;BB TUDO
FATURAMENTO VD ES;90.95;90.95;8.24.72.51.08;Kit Alimentação com 4 Divisórias Leão - Marcus&Marcus;BB TUDO
FATURAMENTO VD RJ;82.54;82.54;8.24.72.51.08;Kit Alimentação com 4 Divisórias Leão - Marcus&Marcus;BB TUDO
FATURAMENTO VD RJ;39.24;39.24;8.24.72.57.18;Jogo de Colher e Garfo Cabo em Silicone Porquinho Rosa - Marcus&Marcus;BB TUDO
FATURAMENTO VD ES;51.51;51.51;8.24.72.67.00;Babador em Silicone Porquinha Pokey - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;50.06;50.06;8.24.72.67.00;Babador em Silicone Porquinha Pokey - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;51.51;51.51;8.24.72.77.00;Babador Em Silicone Girafa Lola - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;47.16;47.16;8.24.72.77.00;Babador Em Silicone Girafa Lola - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;81.97;81.97;8.24.72.89.00;Kit Com 3 Potes Em Tritan 240Ml (Vem Com Label Em Silicone Para Escrever) - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;52.41;52.41;8.24.72.92.00;Conjunto Tigela E Colher Espátula Para Papinha Rosa - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;47.98;47.98;8.24.72.92.00;Conjunto Tigela E Colher Espátula Para Papinha Rosa - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;38.88;38.88;8.24.72.95.00;Jogo de Colher e Garfo em Inox e Silicone Leão Vermelho - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;51.51;51.51;8.24.72.97.00;Kit Com 2 Tigelas Em Silicone 200 Ml Azul E Lilás Lucas E Willo (Sem Sucção) - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;47.16;47.16;8.24.72.97.00;Kit Com 2 Tigelas Em Silicone 200 Ml Azul E Lilás Lucas E Willo (Sem Sucção) - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;51.51;51.51;8.24.72.98.00;Kit Com 2 Tigelas Em Silicone 200Ml Rosa E Vermelho Pokey E Marcus (Sem Sucção) - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;47.16;47.16;8.24.72.98.00;Kit Com 2 Tigelas Em Silicone 200Ml Rosa E Vermelho Pokey E Marcus (Sem Sucção) - Marcus & Marcus;BB TUDO
FATURAMENTO VD RJ;72.82;72.82;8.24.72.99.00;Prato Redondo Com Sucção Elefante Ollie - Marcus & Marcus;BB TUDO
FATURAMENTO VD ES;36.0;36.0;8.24.86.04.11;Copo Antivazamento Fun To Drink Night Verde Passarinho - Mam;BB TUDO
FATURAMENTO VD ES;32.0;32.0;8.24.86.06.18;Copo de Treinamento Trainer 4+ Rosa - Mam - Coração;BB TUDO
FATURAMENTO VD RJ;45.09;45.09;8.24.86.08.11;Potes De Armazenamento Com Tampa - Mam;BB TUDO
FATURAMENTO VD ES;34.95;34.95;8.24.89.01.07;Copo De Treinamento Active Cup 300ml Disney By Britto Mickey - NUK;BB TUDO
FATURAMENTO VD RJ;34.95;34.95;8.24.89.01.07;Copo De Treinamento Active Cup 300ml Disney By Britto Mickey - NUK;BB TUDO
FATURAMENTO VD ES;42.45;42.45;8.24.89.09.18;Mamadeira Anticólica Essence TC Smart Flow 270ml Girl - NUK;BB TUDO
FATURAMENTO VD ES;42.45;42.45;8.24.89.09.18;Mamadeira Essence TC Smart Flow 270ml Girl - NUK;BB TUDO
FATURAMENTO VD ES;5.0;5.0;8.24.89.16.00;Mamadeira Recém Nascidos First Choice Esquilo 90ml Transparente - Nuk;BB TUDO
FATURAMENTO VD RJ;135.63;135.63;8.24.91.02.00;Almofada De Amamentação Mescla - Silver Mamma;BB TUDO
FATURAMENTO VD RJ;135.6;135.6;8.24.91.03.00;Almofada De Amamentação Pérola - Silver Mamma;BB TUDO
FATURAMENTO VD RJ;135.08;135.08;8.24.91.04.00;Almofada De Amamentação Rosa - Silver Mamma;BB TUDO
FATURAMENTO VD RJ;135.6;135.6;8.24.91.05.00;Almofada De Amamentação Mescla Claro - Silver Mamma;BB TUDO
FATURAMENTO VD RJ;73.23;73.23;8.24.91.07.00;Segura Nenê Pérola - Silver Mamma;BB TUDO
FATURAMENTO VD RJ;60.82;60.82;8.24.92.06.00;Babador Cata Migalhas de Silicone Zoo Unicórnio - Skip Hop;BB TUDO
FATURAMENTO VD RJ;119.91;119.91;8.24.92.09.00;Garrafa de Aço Inox 350ml Zoo Borboleta - Skip Hop;BB TUDO
FATURAMENTO VD RJ;130.57;130.57;8.24.92.103.11;Garrafa Infantil Spark Style de Aço Inox Futebol - Skip Hop;BB TUDO
FATURAMENTO VD RJ;111.27;111.27;8.24.92.104.11;Garrafa Infantil Spark Style de Aço Inox Sorvete - Skip Hop;BB TUDO
FATURAMENTO VD RJ;42.81;42.81;8.24.92.12.00;Garrafa com Canudo Flip Zoo 384 ml Baleia Narval - Skip Hop;BB TUDO
FATURAMENTO VD RJ;42.46;42.46;8.24.92.13.00;Garrafa Flip Zoo Borboleta Skip Hop;BB TUDO
FATURAMENTO VD RJ;42.46;42.46;8.24.92.13.00;Garrafa com Canudo Flip Zoo 384 ml Borboleta - Skip Hop;BB TUDO
